String ID,enu,Comment
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.mongolia.name,Mongolia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.korea.name,Republic of Korea, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.name,South-central Asia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.afghanistan.name,Afghanistan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.bangladesh.name,Bangladesh, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.bhutan.name,Bhutan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.india.name,India, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.iran.name,Iran (Islamic Republic of), 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.kazakhstan.name,Kazakhstan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.kyrgyzstan.name,Kyrgyzstan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.maldives.name,Maldives, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.nepal.name,Nepal, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.pakistan.name,Pakistan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.sri_lanka.name,Sri Lanka, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.tajikistan.name,Tajikistan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.turkmenistan.name,Turkmenistan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_central_asia.uzbekistan.name,Uzbekistan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.name,South-eastern Asia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.brunei_darussalam.name,Brunei Darussalam, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.cambodia.name,Cambodia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.indonesia.name,Indonesia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.lao.name,Lao People's Democratic Republic, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.malaysia.name,Malaysia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.myanmar.name,Myanmar, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.philippines.name,Philippines, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.singapore.name,Singapore, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.thailand.name,Thailand, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.timor_leste.name,Timor-Leste, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.viet_nam.name,Viet Nam, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.western_asia.name,Western Asia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.armenia.name,Armenia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.azerbaijan.name,Azerbaijan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.bahrain.name,Bahrain, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.cyprus.name,Cyprus, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.georgia.name,Georgia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.iraq.name,Iraq, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.israel.name,Israel, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.jordan.name,Jordan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.kuwait.name,Kuwait, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.lebanon.name,Lebanon, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.occupied_palestinian_territory.name,Occupied Palestinian Territory, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.oman.name,Oman, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.qatar.name,Qatar, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.saudi_arabia.name,Saudi Arabia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.syrian_arab_republic.name,Syrian Arab Republic, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.turkey.name,Turkey, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.united_arab_emirates.name,United Arab Emirates, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.south_eastern_asia.yemen.name,Yemen, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.name,EUROPE, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.name,Eastern Europe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.belarus.name,Belarus, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.bulgaria.name,Bulgaria, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.czech_republic.name,Czech Republic, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.hungary.name,Hungary, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.poland.name,Poland, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.republic_of_moldova.name,Republic of Moldova, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.romania.name,Romania, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.russian_federation.name,Russian Federation, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.slovakia.name,Slovakia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.eastern_europe.ukraine.name,Ukraine, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.name,Northern Europe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.channel_islands.name,Channel Islands, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.denmark.name,Denmark, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.estonia.name,Estonia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.faeroe_islands.name,Faeroe Islands, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.finland.name,Finland, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.iceland.name,Iceland, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.ireland.name,Ireland, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.isle_of_man.name,Isle of Man, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.latvia.name,Latvia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.lithuania.name,Lithuania, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.norway.name,Norway, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.sweden.name,Sweden, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.northern_europe.united_kingdom.name,United Kingdom, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.name,Southern Europe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.albania.name,Albania, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.andorra.name,Andorra, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.bosnia_and_herzegovina.name,Bosnia and Herzegovina, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.croatia.name,Croatia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.gibraltar.name,Gibraltar, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.greece.name,Greece, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.holy_see.name,Holy See, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.italy.name,Italy, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.malta.name,Malta, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.portugal.name,Portugal, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.san_marino.name,San Marino, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.slovenia.name,Slovenia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.spain.name,Spain, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.macedonia.name,The Former Yugoslav Republic of Macedonia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.southern_europe.yugoslavia.name,Yugoslavia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.western_europe.name,Western Europe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.western_europe.austria.name,Austria, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.western_europe.belgium.name,Belgium, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.europe.western_europe.france.name,France, 
